Radius,X_Position,Y_Position,Area,Surface2d,Volume,image_path,mask_path,shape
59,147,80,10930,185,859853,../images_assorted/image_108.png,../masks_assorted/mask_108.png,circle
77,84,329,2964,263,456533,../images_assorted/image_109.png,../masks_assorted/mask_109.png,triange
89,158,65,3960,304,704969,../images_assorted/image_110.png,../masks_assorted/mask_110.png,triange
91,366,293,4140,311,753571,../images_assorted/image_111.png,../masks_assorted/mask_111.png,triange
81,238,391,20602,254,2224966,../images_assorted/image_112.png,../masks_assorted/mask_112.png,circle
67,281,431,4489,268,300763,../images_assorted/image_113.png,../masks_assorted/mask_113.png,square
106,403,342,5618,362,1191016,../images_assorted/image_114.png,../masks_assorted/mask_114.png,triange
107,102,96,11449,428,1225043,../images_assorted/image_115.png,../masks_assorted/mask_115.png,square
96,376,308,9216,384,884736,../images_assorted/image_116.png,../masks_assorted/mask_116.png,square
73,140,346,16733,229,1628685,../images_assorted/image_117.png,../masks_assorted/mask_117.png,circle
24,151,351,1809,75,57876,../images_assorted/image_118.png,../masks_assorted/mask_118.png,circle
86,447,384,23223,270,2662954,../images_assorted/image_119.png,../masks_assorted/mask_119.png,circle
36,125,147,1296,144,46656,../images_assorted/image_120.png,../masks_assorted/mask_120.png,square
98,431,183,4802,335,941192,../images_assorted/image_121.png,../masks_assorted/mask_121.png,triange
97,99,294,29544,305,3821058,../images_assorted/image_122.png,../masks_assorted/mask_122.png,circle
31,361,369,3018,97,124725,../images_assorted/image_123.png,../masks_assorted/mask_123.png,circle
53,385,218,1404,181,148877,../images_assorted/image_124.png,../masks_assorted/mask_124.png,triange
50,157,371,7850,157,523333,../images_assorted/image_125.png,../masks_assorted/mask_125.png,circle
114,118,98,40807,358,6202731,../images_assorted/image_126.png,../masks_assorted/mask_126.png,circle
96,412,110,9216,384,884736,../images_assorted/image_127.png,../masks_assorted/mask_127.png,square
115,341,242,13225,460,1520875,../images_assorted/image_128.png,../masks_assorted/mask_128.png,square
88,83,220,7744,352,681472,../images_assorted/image_129.png,../masks_assorted/mask_129.png,square
84,76,310,22156,264,2481454,../images_assorted/image_130.png,../masks_assorted/mask_130.png,circle
34,428,77,1156,136,39304,../images_assorted/image_131.png,../masks_assorted/mask_131.png,square
51,309,261,8167,160,555366,../images_assorted/image_132.png,../masks_assorted/mask_132.png,circle
27,444,376,2289,85,82406,../images_assorted/image_133.png,../masks_assorted/mask_133.png,circle
64,339,269,4096,256,262144,../images_assorted/image_134.png,../masks_assorted/mask_134.png,square
96,300,203,28938,301,3704095,../images_assorted/image_135.png,../masks_assorted/mask_135.png,circle
65,396,422,13266,204,1149763,../images_assorted/image_136.png,../masks_assorted/mask_136.png,circle
94,119,190,4418,321,830584,../images_assorted/image_137.png,../masks_assorted/mask_137.png,triange
49,104,275,1200,167,117649,../images_assorted/image_138.png,../masks_assorted/mask_138.png,triange
19,267,388,1134,60,28716,../images_assorted/image_139.png,../masks_assorted/mask_139.png,circle
73,362,154,16733,229,1628685,../images_assorted/image_140.png,../masks_assorted/mask_140.png,circle
22,93,161,1520,69,44580,../images_assorted/image_141.png,../masks_assorted/mask_141.png,circle
32,369,134,3215,100,137189,../images_assorted/image_142.png,../masks_assorted/mask_142.png,circle
95,252,147,4512,324,857375,../images_assorted/image_143.png,../masks_assorted/mask_143.png,triange
25,309,74,625,100,15625,../images_assorted/image_144.png,../masks_assorted/mask_144.png,square
19,305,206,1134,60,28716,../images_assorted/image_145.png,../masks_assorted/mask_145.png,circle
115,372,262,6612,393,1520875,../images_assorted/image_146.png,../masks_assorted/mask_146.png,triange
58,102,377,10563,182,816869,../images_assorted/image_147.png,../masks_assorted/mask_147.png,circle
40,133,433,1600,160,64000,../images_assorted/image_148.png,../masks_assorted/mask_148.png,square
85,405,148,3612,290,614125,../images_assorted/image_149.png,../masks_assorted/mask_149.png,triange
76,255,378,18137,239,1837846,../images_assorted/image_150.png,../masks_assorted/mask_150.png,circle
32,386,177,3215,100,137189,../images_assorted/image_151.png,../masks_assorted/mask_151.png,circle
75,74,272,2812,256,421875,../images_assorted/image_152.png,../masks_assorted/mask_152.png,triange
31,295,210,961,124,29791,../images_assorted/image_153.png,../masks_assorted/mask_153.png,square
64,191,251,4096,256,262144,../images_assorted/image_154.png,../masks_assorted/mask_154.png,square
41,362,383,840,140,68921,../images_assorted/image_155.png,../masks_assorted/mask_155.png,triange
100,273,247,31400,314,4186667,../images_assorted/image_156.png,../masks_assorted/mask_156.png,circle
78,108,212,6084,312,474552,../images_assorted/image_157.png,../masks_assorted/mask_157.png,square
108,191,360,11664,432,1259712,../images_assorted/image_158.png,../masks_assorted/mask_158.png,square
106,129,429,35281,333,4986387,../images_assorted/image_159.png,../masks_assorted/mask_159.png,circle
110,233,147,37994,345,5572453,../images_assorted/image_160.png,../masks_assorted/mask_160.png,circle
112,323,243,39388,352,5881965,../images_assorted/image_161.png,../masks_assorted/mask_161.png,circle
79,104,104,19597,248,2064190,../images_assorted/image_162.png,../masks_assorted/mask_162.png,circle
105,447,79,5512,358,1157625,../images_assorted/image_163.png,../masks_assorted/mask_163.png,triange
104,313,154,33962,327,4709431,../images_assorted/image_164.png,../masks_assorted/mask_164.png,circle
76,169,175,18137,239,1837846,../images_assorted/image_165.png,../masks_assorted/mask_165.png,circle
116,102,100,42252,364,6534951,../images_assorted/image_166.png,../masks_assorted/mask_166.png,circle
99,156,69,4900,338,970299,../images_assorted/image_167.png,../masks_assorted/mask_167.png,triange
113,175,227,6384,386,1442897,../images_assorted/image_168.png,../masks_assorted/mask_168.png,triange
117,431,263,6844,399,1601613,../images_assorted/image_169.png,../masks_assorted/mask_169.png,triange
51,158,141,1300,174,132651,../images_assorted/image_170.png,../masks_assorted/mask_170.png,triange
90,199,374,25434,283,3052080,../images_assorted/image_171.png,../masks_assorted/mask_171.png,circle
94,438,415,8836,376,830584,../images_assorted/image_172.png,../masks_assorted/mask_172.png,square
63,390,349,12463,198,1046863,../images_assorted/image_173.png,../masks_assorted/mask_173.png,circle
88,299,120,24316,276,2853096,../images_assorted/image_174.png,../masks_assorted/mask_174.png,circle
82,168,71,6724,328,551368,../images_assorted/image_175.png,../masks_assorted/mask_175.png,square
106,368,286,5618,362,1191016,../images_assorted/image_176.png,../masks_assorted/mask_176.png,triange
48,367,191,7235,151,463012,../images_assorted/image_177.png,../masks_assorted/mask_177.png,circle
61,317,326,3721,244,226981,../images_assorted/image_178.png,../masks_assorted/mask_178.png,square
83,307,418,6889,332,571787,../images_assorted/image_179.png,../masks_assorted/mask_179.png,square
89,324,108,3960,304,704969,../images_assorted/image_180.png,../masks_assorted/mask_180.png,triange
60,227,289,1800,205,216000,../images_assorted/image_181.png,../masks_assorted/mask_181.png,triange
40,330,92,1600,160,64000,../images_assorted/image_182.png,../masks_assorted/mask_182.png,square
37,230,269,1369,148,50653,../images_assorted/image_183.png,../masks_assorted/mask_183.png,square
21,435,65,220,72,9261,../images_assorted/image_184.png,../masks_assorted/mask_184.png,triange
96,109,317,28938,301,3704095,../images_assorted/image_185.png,../masks_assorted/mask_185.png,circle
27,345,170,2289,85,82406,../images_assorted/image_186.png,../masks_assorted/mask_186.png,circle
63,164,319,1984,215,250047,../images_assorted/image_187.png,../masks_assorted/mask_187.png,triange
25,169,347,312,85,15625,../images_assorted/image_188.png,../masks_assorted/mask_188.png,triange
72,199,94,16278,226,1562665,../images_assorted/image_189.png,../masks_assorted/mask_189.png,circle
68,205,222,4624,272,314432,../images_assorted/image_190.png,../masks_assorted/mask_190.png,square
26,367,338,338,89,17576,../images_assorted/image_191.png,../masks_assorted/mask_191.png,triange
86,74,132,23223,270,2662954,../images_assorted/image_192.png,../masks_assorted/mask_192.png,circle
61,74,315,1860,208,226981,../images_assorted/image_193.png,../masks_assorted/mask_193.png,triange
18,264,375,162,61,5832,../images_assorted/image_194.png,../masks_assorted/mask_194.png,triange
23,380,235,264,79,12167,../images_assorted/image_195.png,../masks_assorted/mask_195.png,triange
50,187,319,2500,200,125000,../images_assorted/image_196.png,../masks_assorted/mask_196.png,square
73,320,434,16733,229,1628685,../images_assorted/image_197.png,../masks_assorted/mask_197.png,circle
62,317,255,12070,195,997800,../images_assorted/image_198.png,../masks_assorted/mask_198.png,circle
71,197,165,2520,242,357911,../images_assorted/image_199.png,../masks_assorted/mask_199.png,triange
112,210,386,12544,448,1404928,../images_assorted/image_200.png,../masks_assorted/mask_200.png,square
80,317,282,20096,251,2143573,../images_assorted/image_201.png,../masks_assorted/mask_201.png,circle
43,334,255,5806,135,332869,../images_assorted/image_202.png,../masks_assorted/mask_202.png,circle
49,165,217,1200,167,117649,../images_assorted/image_203.png,../masks_assorted/mask_203.png,triange
113,419,383,40095,355,6040929,../images_assorted/image_204.png,../masks_assorted/mask_204.png,circle
92,245,120,8464,368,778688,../images_assorted/image_205.png,../masks_assorted/mask_205.png,square
40,382,324,1600,160,64000,../images_assorted/image_206.png,../masks_assorted/mask_206.png,square
65,274,255,2112,222,274625,../images_assorted/image_207.png,../masks_assorted/mask_207.png,triange
117,86,246,13689,468,1601613,../images_assorted/image_208.png,../masks_assorted/mask_208.png,square
23,82,296,264,79,12167,../images_assorted/image_209.png,../masks_assorted/mask_209.png,triange
59,124,93,10930,185,859853,../images_assorted/image_210.png,../masks_assorted/mask_210.png,circle
49,287,303,1200,167,117649,../images_assorted/image_211.png,../masks_assorted/mask_211.png,triange
68,268,273,4624,272,314432,../images_assorted/image_212.png,../masks_assorted/mask_212.png,square
22,326,304,242,75,10648,../images_assorted/image_213.png,../masks_assorted/mask_213.png,triange
66,303,293,2178,225,287496,../images_assorted/image_214.png,../masks_assorted/mask_214.png,triange
62,154,348,3844,248,238328,../images_assorted/image_215.png,../masks_assorted/mask_215.png,square
30,90,223,2826,94,113040,../images_assorted/image_216.png,../masks_assorted/mask_216.png,circle
80,318,211,6400,320,512000,../images_assorted/image_217.png,../masks_assorted/mask_217.png,square
76,351,144,2888,259,438976,../images_assorted/image_218.png,../masks_assorted/mask_218.png,triange
23,362,215,529,92,12167,../images_assorted/image_219.png,../masks_assorted/mask_219.png,square
69,417,415,4761,276,328509,../images_assorted/image_220.png,../masks_assorted/mask_220.png,square
66,91,181,13678,207,1203650,../images_assorted/image_221.png,../masks_assorted/mask_221.png,circle
26,343,328,338,89,17576,../images_assorted/image_222.png,../masks_assorted/mask_222.png,triange
73,128,133,16733,229,1628685,../images_assorted/image_223.png,../masks_assorted/mask_223.png,circle
41,353,245,1681,164,68921,../images_assorted/image_224.png,../masks_assorted/mask_224.png,square
76,234,132,2888,259,438976,../images_assorted/image_225.png,../masks_assorted/mask_225.png,triange
25,196,165,1962,78,65417,../images_assorted/image_226.png,../masks_assorted/mask_226.png,circle
105,438,239,11025,420,1157625,../images_assorted/image_227.png,../masks_assorted/mask_227.png,square
106,330,438,5618,362,1191016,../images_assorted/image_228.png,../masks_assorted/mask_228.png,triange
75,421,237,17662,236,1766250,../images_assorted/image_229.png,../masks_assorted/mask_229.png,circle
15,329,109,706,47,14130,../images_assorted/image_230.png,../masks_assorted/mask_230.png,circle
21,380,131,220,72,9261,../images_assorted/image_231.png,../masks_assorted/mask_231.png,triange
33,78,443,544,113,35937,../images_assorted/image_232.png,../masks_assorted/mask_232.png,triange
26,403,210,676,104,17576,../images_assorted/image_233.png,../masks_assorted/mask_233.png,square
27,376,207,2289,85,82406,../images_assorted/image_234.png,../masks_assorted/mask_234.png,circle
31,436,170,3018,97,124725,../images_assorted/image_235.png,../masks_assorted/mask_235.png,circle
84,381,277,3528,287,592704,../images_assorted/image_236.png,../masks_assorted/mask_236.png,triange
61,132,408,11684,192,950294,../images_assorted/image_237.png,../masks_assorted/mask_237.png,circle
48,158,305,1152,164,110592,../images_assorted/image_238.png,../masks_assorted/mask_238.png,triange
76,402,265,2888,259,438976,../images_assorted/image_239.png,../masks_assorted/mask_239.png,triange
92,202,406,26577,289,3260107,../images_assorted/image_240.png,../masks_assorted/mask_240.png,circle
59,445,94,3481,236,205379,../images_assorted/image_241.png,../masks_assorted/mask_241.png,square
58,107,443,3364,232,195112,../images_assorted/image_242.png,../masks_assorted/mask_242.png,square
23,417,104,529,92,12167,../images_assorted/image_243.png,../masks_assorted/mask_243.png,square
105,419,86,34618,330,4846590,../images_assorted/image_244.png,../masks_assorted/mask_244.png,circle
17,437,389,144,58,4913,../images_assorted/image_245.png,../masks_assorted/mask_245.png,triange
92,215,323,4232,314,778688,../images_assorted/image_246.png,../masks_assorted/mask_246.png,triange
24,190,394,1809,75,57876,../images_assorted/image_247.png,../masks_assorted/mask_247.png,circle
78,291,223,6084,312,474552,../images_assorted/image_248.png,../masks_assorted/mask_248.png,square
66,118,294,13678,207,1203650,../images_assorted/image_249.png,../masks_assorted/mask_249.png,circle
41,145,266,5278,129,288549,../images_assorted/image_250.png,../masks_assorted/mask_250.png,circle
65,236,216,2112,222,274625,../images_assorted/image_251.png,../masks_assorted/mask_251.png,triange
22,102,306,484,88,10648,../images_assorted/image_252.png,../masks_assorted/mask_252.png,square
51,87,232,1300,174,132651,../images_assorted/image_253.png,../masks_assorted/mask_253.png,triange
40,118,103,5024,126,267947,../images_assorted/image_254.png,../masks_assorted/mask_254.png,circle
37,437,247,684,126,50653,../images_assorted/image_255.png,../masks_assorted/mask_255.png,triange
25,304,326,1962,78,65417,../images_assorted/image_256.png,../masks_assorted/mask_256.png,circle
39,162,412,1521,156,59319,../images_assorted/image_257.png,../masks_assorted/mask_257.png,square
111,195,425,12321,444,1367631,../images_assorted/image_258.png,../masks_assorted/mask_258.png,square
19,102,76,1134,60,28716,../images_assorted/image_259.png,../masks_assorted/mask_259.png,circle
101,357,401,5100,345,1030301,../images_assorted/image_260.png,../masks_assorted/mask_260.png,triange
111,329,284,38688,349,5725815,../images_assorted/image_261.png,../masks_assorted/mask_261.png,circle
19,171,159,180,65,6859,../images_assorted/image_262.png,../masks_assorted/mask_262.png,triange
60,147,138,11304,188,904320,../images_assorted/image_263.png,../masks_assorted/mask_263.png,circle
92,414,239,4232,314,778688,../images_assorted/image_264.png,../masks_assorted/mask_264.png,triange
104,409,430,10816,416,1124864,../images_assorted/image_265.png,../masks_assorted/mask_265.png,square
41,266,197,1681,164,68921,../images_assorted/image_266.png,../masks_assorted/mask_266.png,square
58,178,148,3364,232,195112,../images_assorted/image_267.png,../masks_assorted/mask_267.png,square
55,184,425,3025,220,166375,../images_assorted/image_268.png,../masks_assorted/mask_268.png,square
88,391,323,7744,352,681472,../images_assorted/image_269.png,../masks_assorted/mask_269.png,square
102,380,188,32669,320,4442924,../images_assorted/image_270.png,../masks_assorted/mask_270.png,circle
65,267,306,4225,260,274625,../images_assorted/image_271.png,../masks_assorted/mask_271.png,square
89,326,125,24872,279,2951470,../images_assorted/image_272.png,../masks_assorted/mask_272.png,circle
99,215,426,4900,338,970299,../images_assorted/image_273.png,../masks_assorted/mask_273.png,triange
55,395,218,1512,188,166375,../images_assorted/image_274.png,../masks_assorted/mask_274.png,triange
101,214,119,5100,345,1030301,../images_assorted/image_275.png,../masks_assorted/mask_275.png,triange
36,303,336,4069,113,195333,../images_assorted/image_276.png,../masks_assorted/mask_276.png,circle
31,121,436,961,124,29791,../images_assorted/image_277.png,../masks_assorted/mask_277.png,square
43,312,280,5806,135,332869,../images_assorted/image_278.png,../masks_assorted/mask_278.png,circle
16,232,330,128,55,4096,../images_assorted/image_279.png,../masks_assorted/mask_279.png,triange
40,142,274,5024,126,267947,../images_assorted/image_280.png,../masks_assorted/mask_280.png,circle
49,279,67,7539,154,492557,../images_assorted/image_281.png,../masks_assorted/mask_281.png,circle
80,201,408,6400,320,512000,../images_assorted/image_282.png,../masks_assorted/mask_282.png,square
110,256,237,12100,440,1331000,../images_assorted/image_283.png,../masks_assorted/mask_283.png,square
89,244,297,3960,304,704969,../images_assorted/image_284.png,../masks_assorted/mask_284.png,triange
61,399,257,1860,208,226981,../images_assorted/image_285.png,../masks_assorted/mask_285.png,triange
110,422,266,37994,345,5572453,../images_assorted/image_286.png,../masks_assorted/mask_286.png,circle
23,186,383,264,79,12167,../images_assorted/image_287.png,../masks_assorted/mask_287.png,triange
81,386,114,3280,277,531441,../images_assorted/image_288.png,../masks_assorted/mask_288.png,triange
34,370,438,1156,136,39304,../images_assorted/image_289.png,../masks_assorted/mask_289.png,square
50,282,104,7850,157,523333,../images_assorted/image_290.png,../masks_assorted/mask_290.png,circle
45,233,431,6359,141,381510,../images_assorted/image_291.png,../masks_assorted/mask_291.png,circle
92,314,249,4232,314,778688,../images_assorted/image_292.png,../masks_assorted/mask_292.png,triange
101,297,315,10201,404,1030301,../images_assorted/image_293.png,../masks_assorted/mask_293.png,square
60,367,97,1800,205,216000,../images_assorted/image_294.png,../masks_assorted/mask_294.png,triange
72,206,243,16278,226,1562665,../images_assorted/image_295.png,../masks_assorted/mask_295.png,circle
102,317,317,10404,408,1061208,../images_assorted/image_296.png,../masks_assorted/mask_296.png,square
110,136,83,37994,345,5572453,../images_assorted/image_297.png,../masks_assorted/mask_297.png,circle
114,313,360,40807,358,6202731,../images_assorted/image_298.png,../masks_assorted/mask_298.png,circle
51,196,427,1300,174,132651,../images_assorted/image_299.png,../masks_assorted/mask_299.png,triange
63,202,229,12463,198,1046863,../images_assorted/image_300.png,../masks_assorted/mask_300.png,circle
96,229,244,4608,328,884736,../images_assorted/image_301.png,../masks_assorted/mask_301.png,triange
76,111,200,2888,259,438976,../images_assorted/image_302.png,../masks_assorted/mask_302.png,triange
71,168,203,15829,223,1498454,../images_assorted/image_303.png,../masks_assorted/mask_303.png,circle
100,401,259,31400,314,4186667,../images_assorted/image_304.png,../masks_assorted/mask_304.png,circle
64,314,67,12861,201,1097510,../images_assorted/image_305.png,../masks_assorted/mask_305.png,circle
81,135,318,3280,277,531441,../images_assorted/image_306.png,../masks_assorted/mask_306.png,triange
118,196,272,13924,472,1643032,../images_assorted/image_307.png,../masks_assorted/mask_307.png,square
79,304,345,6241,316,493039,../images_assorted/image_308.png,../masks_assorted/mask_308.png,square
45,335,406,1012,154,91125,../images_assorted/image_309.png,../masks_assorted/mask_309.png,triange
44,314,216,968,150,85184,../images_assorted/image_310.png,../masks_assorted/mask_310.png,triange
